sample_id,temperature_C,humidity_pct,power_kW,airflow_cfm,water_flow_L,smoke_ppm,water_leak,motion_detected,door_open,hour_of_day,cooling_mode,PUE,WUE,alert_flag,temperature_C_raw,humidity_pct_raw,power_kW_raw,airflow_cfm_raw,water_flow_L_raw,smoke_ppm_raw,temperature_C_delta,humidity_pct_delta,power_kW_delta,airflow_cfm_delta,water_flow_L_delta,smoke_ppm_delta,temperature_C_rollstd,humidity_pct_rollstd,power_kW_rollstd,airflow_cfm_rollstd,water_flow_L_rollstd,smoke_ppm_rollstd,hour_sin,hour_cos,flag_temp_high,flag_smoke_warn,flag_smoke_crit,flag_humidity_low,flag_humidity_high,flag_power_high,flag_airflow_low,flag_night_motion,label_encoded
552,0.1800198917007403,0.58728014714335,0.22194893173527852,0.5903733694382028,0.1276041931449604,0.11603123476731628,0,0,0,14,air,1.426,0.651,0,21.19,48.07,53.11,763.9,6.36,59.1,-0.1244,-0.0128,-0.226,-0.1401,-0.0877,-0.0317,0.1413,0.0286,0.1742,0.1072,0.1083,0.0413,-0.5,-0.866,0,0,0,0,0,0,0,0,0
553,0.08166648248425235,0.5637716978963099,0.12047941636268877,0.5304974298781723,0.03717298248111357,0.07808691829068978,0,0,0,14,air,1.563,0.632,0,21.09,47.41,64.19,823.6,11.79,56.4,-0.0984,-0.0235,-0.1015,-0.0599,-0.0904,-0.0379,0.1062,0.0233,0.1736,0.1158,0.0979,0.0503,-0.5,-0.866,0,0,0,0,0,0,0,0,0
554,0.4056801856558736,0.4833026784687897,0.33821782178217785,0.3291440195216976,0.029770922512226614,0.4454873025127357,0,0,0,11,emergency,2.264,0.315,2,48.26,34.64,108.65,93.4,5.52,448.0,0.324,-0.0805,0.2177,-0.2014,-0.0074,0.3674,0.1228,0.0456,0.1361,0.1679,0.0892,0.1462,0.2588,-0.9659,0,1,0,0,0,0,0,0,1
555,0.4182782627914685,0.4777273249798828,0.3470140698280355,0.32039633537315415,0.028123760815853424,0.44233324094163073,0,0,0,18,air,1.564,0.887,0,21.59,49.66,61.42,816.4,8.55,44.7,0.0126,-0.0056,0.0088,-0.0087,-0.0016,-0.0032,0.1456,0.058,0.1263,0.1758,0.0827,0.1824,-1.0,-0.0,0,1,0,0,0,0,0,0,0
556,0.5135374074483368,0.3924301643867112,0.4539447628973423,0.4307216056047849,0.1461093430671778,0.47664560773031817,0,0,0,20,evaporative,1.317,2.809,1,32.05,42.96,81.01,1222.5,68.41,77.9,0.0953,-0.0853,0.1069,0.1103,0.118,0.0343,0.1809,0.0775,0.1281,0.1199,0.0581,0.1969,-0.866,0.5,0,1,0,0,0,0,0,0,2
557,0.52315172947287,0.42490516151281765,0.5048045857217298,0.44341227574267184,0.14958668442618783,0.4912689841054413,0,0,0,5,air,1.449,0.896,0,22.06,53.72,65.31,812.5,8.07,74.4,0.0096,0.0325,0.0509,0.0127,0.0035,0.0146,0.1796,0.0653,0.1479,0.0875,0.0637,0.1738,0.9659,0.2588,0,1,0,0,0,0,0,0,0
558,0.5351972593656757,0.43076790435682266,0.45060969254820216,0.4231750959960413,0.140496792101758,0.4962390205205157,0,0,0,0,air,1.473,0.758,0,22.18,48.43,51.19,746.1,7.32,61.6,0.012,0.0059,-0.0542,-0.0202,-0.0091,0.005,0.062,0.0383,0.073,0.0595,0.0639,0.0253,0.0,1.0,0,1,0,0,0,0,0,0,0
559,0.3706486904630346,0.5023853316473159,0.39666492965085953,0.7374128006037209,0.2525444581143049,0.14957898056906918,0,0,0,3,evaporative,1.247,2.704,1,33.37,47.1,95.71,1296.8,60.62,85.3,-0.1645,0.0716,-0.0539,0.3142,0.112,-0.3467,0.0733,0.044,0.0604,0.1568,0.0795,0.1478,0.7071,0.7071,0,0,0,0,0,0,0,0,2
560,0.49320366891369205,0.5437119209104495,0.4793329859301718,0.8124600968512253,0.35777978871592564,0.167451996138664,0,0,0,23,evaporative,1.226,2.517,1,32.68,56.85,81.25,1103.8,60.3,63.4,0.1226,0.0413,0.0827,0.075,0.1052,0.0179,0.0669,0.0621,0.0402,0.1896,0.0951,0.1807,-0.2588,0.9659,0,0,0,0,0,0,0,0,2
561,0.36236048182119585,0.5954420048281412,0.36118811881188106,0.7133109723377337,0.238025032790719,0.13724946715474975,0,0,0,13,air,1.521,0.923,0,20.21,51.96,52.67,842.8,9.52,46.3,-0.1308,0.0517,-0.1181,-0.0991,-0.1198,-0.0302,0.084,0.0732,0.059,0.1798,0.0885,0.1878,-0.2588,-0.9659,0,0,0,0,0,0,0,0,0
562,0.3628025196154272,0.3906483503851017,0.3224596143824907,0.7510174078914557,0.2443086496324389,0.09404838139294827,0,0,0,2,humidity_warn,1.538,0.658,1,22.1,18.09,56.02,956.9,11.16,29.2,0.0004,-0.2048,-0.0387,0.0377,0.0063,-0.0432,0.083,0.0829,0.064,0.1522,0.077,0.1629,0.5,0.866,0,0,0,0,0,0,0,0,3
563,0.47784285556415074,0.38490056328313615,0.49605002605523696,0.8735633234410519,0.3416945430143059,0.10781155915776999,0,0,0,14,evaporative,1.237,1.958,1,32.59,47.43,92.83,1215.4,55.21,76.0,0.115,-0.0057,0.1736,0.1225,0.0974,0.0138,0.0662,0.0933,0.0749,0.065,0.0579,0.0301,-0.5,-0.866,0,0,0,0,0,0,0,0,2
564,0.36434965189523694,0.39260259799977026,0.3759458051068263,0.7520619074912819,0.23971286514626186,0.08171886797862885,0,0,0,1,air,1.47,0.836,0,23.1,48.44,66.9,831.5,10.47,58.0,-0.1135,0.0077,-0.1201,-0.1215,-0.102,-0.0261,0.0672,0.1004,0.0764,0.063,0.06,0.0347,0.2588,0.9659,0,0,0,0,0,0,0,0,0
565,0.5360813349541385,0.2591964593631453,0.4361855132881707,0.5292179178683852,0.11827027686551231,0.46460282718609913,0,0,0,9,emergency,2.316,0.464,2,48.22,33.64,95.7,250.4,0.58,464.0,0.1717,-0.1334,0.0602,-0.2228,-0.1214,0.3829,0.0814,0.1207,0.0682,0.1244,0.0792,0.1621,0.7071,-0.7071,0,1,0,0,0,0,0,0,1
566,0.6758757873798209,0.2214334981032302,0.6755184992183427,0.6031162645560811,0.22395298471799982,0.5165970542976479,0,0,0,16,evaporative,1.349,2.133,1,32.86,45.39,110.08,1125.8,61.49,100.7,0.1398,-0.0378,0.2393,0.0739,0.1057,0.052,0.1309,0.0828,0.1363,0.136,0.0794,0.2179,-0.866,-0.5,0,1,0,1,0,0,0,0,2
567,0.7912476516742182,0.4273192320956434,0.8506930693069303,0.6714526508747033,0.3196307104147391,0.57719326751221,0,0,0,10,evaporative,1.309,2.767,1,32.54,53.91,98.04,1218.6,58.21,92.6,0.1154,0.2059,0.1752,0.0683,0.0957,0.0606,0.1674,0.0908,0.1942,0.1334,0.0886,0.2362,0.5,-0.866,1,1,0,0,0,1,0,0,2
568,0.7809702729583381,0.3816243246350155,0.797206878582595,0.6306388290114987,0.3234130817175219,0.574039205941105,0,0,0,11,evaporative,1.298,2.722,1,31.66,39.48,80.0,1059.1,57.07,72.7,-0.0103,-0.0457,-0.0535,-0.0408,0.0038,-0.0032,0.1805,0.0903,0.2126,0.0825,0.084,0.2071,0.2588,-0.9659,1,1,0,0,0,1,0,0,2
569,0.9213172726268097,0.3893263593516496,0.8764564877540384,0.7440453730626165,0.43566410102591735,0.6007053628604472,0,0,0,22,evaporative,1.248,2.378,1,35.8,49.78,85.91,1265.8,65.67,85.9,0.1403,0.0077,0.0792,0.1134,0.1123,0.0267,0.1439,0.0898,0.1801,0.0798,0.1193,0.0553,-0.5,0.866,1,1,0,0,0,1,0,0,2
570,0.7235053597082552,0.47146223703874024,0.8785409067222512,0.9940463522809914,0.5534259946518084,0.24582564729945425,0,1,0,6,evaporative,1.231,2.849,1,30.32,47.93,96.2,1207.8,58.49,92.7,-0.1978,0.0821,0.0021,0.25,0.1178,-0.3549,0.0924,0.0946,0.0849,0.1576,0.1265,0.147,1.0,0.0,1,0,0,0,0,1,0,0,2
571,0.6034920985744281,0.480371307046787,0.6810630536737883,0.9045588490658912,0.4410732986954886,0.20625651122559188,0,0,0,0,air,1.551,0.724,0,22.0,46.94,62.71,783.1,6.24,59.3,-0.12,0.0089,-0.1975,-0.0895,-0.1124,-0.0396,0.1153,0.0454,0.0827,0.1552,0.0971,0.1968,0.0,1.0,0,0,0,0,0,0,0,0,0
572,0.7450547021770364,0.3640935739740201,0.6904012506513808,0.6265391680821814,0.3370987585281289,0.5593202519426153,0,0,0,12,emergency,2.204,0.408,2,45.35,33.68,100.28,153.9,7.08,462.0,0.1416,-0.1163,0.0093,-0.278,-0.104,0.3531,0.1144,0.0543,0.0962,0.1647,0.0931,0.1939,0.0,-1.0,1,1,0,0,0,0,0,0,1
573,0.6418388772240027,0.4194447637659502,0.6487128712871284,0.5421174879262375,0.23688625433396712,0.525390195647395,0,1,1,2,security_alert,1.694,0.812,2,22.32,49.11,70.0,735.8,7.79,37.2,-0.1032,0.0554,-0.0417,-0.0844,-0.1002,-0.0339,0.1231,0.0506,0.1129,0.1879,0.1194,0.1864,0.5,0.866,0,1,0,0,0,0,0,1,4
574,0.608796552105205,0.4220887458328544,0.6813131839499738,0.5057689018522896,0.2166932720562069,0.49729037437755075,0,0,0,1,evaporative,1.341,2.887,1,32.81,50.24,93.73,1126.6,55.74,56.5,-0.033,0.0026,0.0326,-0.0363,-0.0202,-0.0281,0.0658,0.0468,0.0922,0.221,0.1416,0.1671,0.2588,0.9659,0,1,0,0,0,0,0,0,2
575,0.5149740302795889,0.44076905391424304,0.5481188118811879,0.43388121689425885,0.12622139073319033,0.4413774647079626,0,0,0,16,air,1.58,0.754,0,21.83,51.18,64.25,932.5,14.0,34.2,-0.0938,0.0187,-0.1332,-0.0719,-0.0905,-0.0559,0.0829,0.042,0.0591,0.1825,0.1208,0.1408,-0.866,-0.5,0,1,0,0,0,0,0,0,0
576,0.5060227649464029,0.4636452465800669,0.5126836894215736,0.4249246328257501,0.13405049262335922,0.42646735546273906,0,0,0,4,air,1.444,0.873,0,21.19,50.92,54.21,748.8,10.09,43.7,-0.009,0.0229,-0.0354,-0.009,0.0078,-0.0149,0.0986,0.0369,0.0809,0.0831,0.0862,0.0559,0.866,0.5,0,1,0,0,0,0,0,0,0
577,0.33230191181346,0.5312967007702036,0.5002605523710264,0.717802320616986,0.22175676912283557,0.0489357431638105,0,0,0,8,evaporative,1.343,2.097,1,29.63,45.45,97.3,1275.5,50.21,67.0,-0.1737,0.0677,-0.0124,0.2929,0.0877,-0.3775,0.1206,0.0459,0.082,0.1185,0.0526,0.1937,0.866,-0.5,0,0,0,0,0,0,0,0,2
578,0.294397170958117,0.5471031153006094,0.43535174570088575,0.7007769771398206,0.23233114050695977,0.06556624962963672,0,0,0,22,air,1.464,0.833,0,18.89,51.86,54.43,670.6,12.99,54.6,-0.0379,0.0158,-0.0649,-0.017,0.0106,0.0166,0.1329,0.0554,0.0911,0.143,0.0516,0.2196,-0.5,0.866,0,0,0,0,0,0,0,0,0
579,0.1502928500386782,0.5809575813311876,0.30724335591453866,0.5935590932176723,0.1408221573751157,0.03928240320376197,0,0,0,4,air,1.599,0.992,0,19.77,56.13,63.0,716.0,10.74,29.0,-0.1441,0.0339,-0.1281,-0.1072,-0.0915,-0.0263,0.1536,0.0587,0.095,0.1405,0.0515,0.2099,0.866,0.5,0,0,0,0,0,0,0,0,0
580,0.13957343352856677,0.5723359006782389,0.29081813444502314,0.5423525003361983,0.1297800734105398,0.04214973190476645,0,1,0,10,air,1.538,0.892,0,20.86,49.68,60.31,736.4,8.57,37.2,-0.0107,-0.0086,-0.0164,-0.0512,-0.011,0.0029,0.1504,0.0466,0.105,0.1204,0.0508,0.1691,0.5,-0.866,0,0,0,0,0,0,0,0,0
581,0.27030611117250536,0.5311817450281642,0.44673267326732646,0.6506932213281597,0.19188416996268468,0.07206552801858032,0,0,0,23,evaporative,1.216,2.606,1,33.02,43.76,91.61,1163.7,40.63,75.0,0.1307,-0.0412,0.1559,0.1083,0.0621,0.0299,0.0873,0.0231,0.0921,0.0734,0.0464,0.0145,-0.2588,0.9659,0,0,0,0,0,0,0,0,2
582,0.25339816554315386,0.5384814346476607,0.4777071391349661,0.5809989855297636,0.20087238563919027,0.07885153927762431,0,0,0,3,evaporative,1.259,2.546,1,28.1,46.72,104.73,1008.6,54.63,74.1,-0.0169,0.0073,0.031,-0.0697,0.009,0.0068,0.0716,0.0216,0.0861,0.0623,0.0429,0.0179,0.7071,0.7071,0,0,0,0,0,0,0,0,2
583,0.26886948834125324,0.5045120128750433,0.5029286086503384,0.5950213926574289,0.19283993045317285,0.06938935456430942,0,1,1,22,security_alert,1.631,0.758,2,20.29,45.95,60.48,724.3,9.04,44.7,0.0155,-0.034,0.0252,0.014,-0.008,-0.0095,0.0658,0.0313,0.099,0.0389,0.0332,0.0183,-0.5,0.866,0,0,0,0,0,0,0,1,4
584,0.29174494419272845,0.5210656397287046,0.47779051589369437,0.6294115419817029,0.18472613394881598,0.0846817743030002,0,0,0,13,air,1.571,0.809,0,21.84,59.01,56.97,847.7,6.75,45.0,0.0229,0.0166,-0.0251,0.0344,-0.0081,0.0153,0.0604,0.0252,0.0853,0.0423,0.0287,0.0164,-0.2588,-0.9659,0,0,0,0,0,0,0,0,0
585,0.2674328655100011,0.5689447062880792,0.473871808233455,0.6739072249342944,0.1809844333052028,0.09146778556204424,0,0,0,18,air,1.457,0.744,0,18.66,58.01,59.37,906.8,6.73,44.3,-0.0243,0.0479,-0.0039,0.0445,-0.0037,0.0068,0.0137,0.0239,0.02,0.0384,0.0077,0.0091,-1.0,-0.0,0,0,0,0,0,0,0,0,0
586,0.10586805171842184,0.5558397516955973,0.3342574257425741,0.538540076796833,0.11627741456619659,0.062794498551999,0,1,0,0,security_alert,1.566,0.877,2,18.4,41.48,58.12,645.3,8.81,45.0,-0.1616,-0.0131,-0.1396,-0.1354,-0.0647,-0.0287,0.0748,0.0259,0.0676,0.0511,0.0338,0.0115,0.0,1.0,0,0,0,0,0,0,0,1,4
587,0.3430213283235717,0.5357799747097369,0.27593538301198506,0.3374216788503194,0.013502658844343221,0.5078039129479007,0,0,0,12,emergency,2.36,0.344,2,49.56,43.23,90.74,238.4,4.09,539.7,0.2372,-0.0201,-0.0583,-0.2011,-0.1028,0.445,0.089,0.0259,0.1012,0.1312,0.0758,0.193,0.0,-1.0,0,1,0,0,0,0,0,0,1
588,0.31550447563266637,0.6311932406023684,0.30036477331943723,0.36068790743644563,0.015231161859055833,0.5156412780639796,0,0,0,18,air,1.52,0.837,0,17.8,62.55,66.34,813.4,9.89,52.9,-0.0275,0.0954,0.0244,0.0233,0.0017,0.0078,0.0931,0.0425,0.0966,0.1533,0.0846,0.2369,-1.0,-0.0,0,1,0,0,0,0,0,0,0
589,0.40722731793568334,0.6168237728474539,0.423512245961438,0.48187597350626776,0.10881434860855507,0.5505271105928681,0,0,1,2,evaporative,1.32,2.906,1,30.14,56.51,86.51,1311.8,52.77,81.5,0.0917,-0.0144,0.1231,0.1212,0.0936,0.0349,0.1136,0.0407,0.0841,0.1375,0.072,0.2459,0.5,0.866,0,1,0,0,0,0,0,0,2
590,0.4296607359929274,0.6019370042533627,0.39445544554455436,0.44103603915306755,0.11096989354454964,0.5541590602808071,0,1,1,5,security_alert,1.609,0.922,2,20.69,55.42,52.4,750.4,7.79,48.1,0.0224,-0.0149,-0.0291,-0.0408,0.0022,0.0036,0.1285,0.0408,0.0622,0.0836,0.0536,0.2109,0.9659,0.2588,0,1,0,0,0,0,0,1,4
591,0.5915570781301802,0.6515978848143467,0.5159770713913496,0.5746275379708244,0.19731370296184078,0.5663929960717597,0,0,0,6,evaporative,1.248,1.962,1,33.05,50.12,87.27,1156.9,51.27,57.8,0.1619,0.0497,0.1215,0.1336,0.0863,0.0122,0.1078,0.0441,0.0971,0.0958,0.0771,0.0257,1.0,0.0,0,1,0,0,0,0,0,0,2
592,0.3496518952370429,0.6937866421427752,0.6013131839499737,0.8207116436898517,0.2917103028947342,0.12367744463666167,0,0,0,2,evaporative,1.249,2.365,1,27.67,50.57,111.21,1180.8,50.51,76.5,-0.2419,0.0422,0.0853,0.2461,0.0944,-0.4427,0.1067,0.0357,0.1155,0.1769,0.1044,0.1901,0.5,0.866,0,0,0,0,0,0,0,0,2
593,0.48955685711128294,0.5526784687895163,0.6974048983845751,0.9033576745260911,0.39210582505515956,0.13801408814168428,0,0,0,13,evaporative,1.22,2.422,1,30.46,38.0,89.39,1129.9,59.26,67.9,0.1399,-0.1411,0.0961,0.0826,0.1004,0.0143,0.092,0.053,0.1255,0.2066,0.122,0.2336,-0.2588,-0.9659,0,0,0,0,0,0,0,0,2
594,0.5187313515305558,0.5489424071732385,0.7487649817613338,0.865964588852317,0.4049577533527875,0.1354334923107802,0,1,0,7,evaporative,1.318,2.001,1,32.78,55.86,98.83,1168.6,59.09,78.8,0.0292,-0.0037,0.0514,-0.0374,0.0129,-0.0026,0.0915,0.0629,0.1419,0.2025,0.1262,0.2345,0.9659,-0.2588,0,0,0,0,0,0,0,0,2
595,0.6655984086639408,0.5355500632256582,0.8638249088066701,0.9787705456335348,0.5107624731827842,0.15856327716555,0,0,0,0,evaporative,1.211,2.03,1,33.98,53.09,80.0,1182.4,59.82,72.3,0.1469,-0.0134,0.1151,0.1128,0.1058,0.0231,0.1186,0.0714,0.1339,0.1534,0.1193,0.1916,0.0,1.0,0,0,0,0,0,1,0,0,2
596,0.517073709802188,0.5403207265202898,0.7745284002084416,0.8934349283277431,0.4276113105103151,0.16066598487961994,0,0,0,12,air,1.539,0.633,0,19.61,50.95,65.85,830.1,10.38,60.0,-0.1485,0.0048,-0.0893,-0.0853,-0.0832,0.0021,0.1123,0.0672,0.097,0.0579,0.0786,0.0159,0.0,-1.0,0,0,0,0,0,1,0,0,0
597,0.4438059454083325,0.5368145763880907,0.5882230328295985,0.8014406260730603,0.34513121371414635,0.1431752798034924,0,0,0,13,air,1.58,0.932,0,21.04,49.96,66.52,828.5,9.95,58.2,-0.0733,-0.0035,-0.1863,-0.092,-0.0825,-0.0175,0.0832,0.0076,0.1016,0.0642,0.0609,0.0117,-0.2588,-0.9659,0,0,0,0,0,0,0,0,0
598,0.46038236269201005,0.6353316473157835,0.6297029702970296,0.8233490051794125,0.3569663755325314,0.16697410802182996,0,0,0,10,evaporative,1.232,2.561,1,31.96,55.14,99.34,1213.8,65.08,92.8,0.0166,0.0985,0.0415,0.0219,0.0118,0.0238,0.0874,0.0428,0.1118,0.0694,0.0662,0.0131,0.5,-0.866,0,0,0,0,0,0,0,0,2
599,0.30975798430765833,0.6049833314174045,0.47374674309536213,0.7307541156548295,0.2551880509603359,0.16143060586655458,0,0,0,8,air,1.415,0.891,0,19.15,50.58,61.42,814.0,9.04,73.0,-0.1506,-0.0303,-0.156,-0.0926,-0.1018,-0.0055,0.1289,0.0465,0.1543,0.0944,0.0958,0.0089,0.866,-0.5,0,0,0,0,0,0,0,0,0
600,0.20278483810365788,0.8172491090929994,0.4050859822824384,0.6453923858590421,0.5744730607721326,0.15579152608791227,1,0,0,6,emergency,1.838,6.787,2,24.3,90.02,63.53,855.5,216.83,66.4,-0.107,0.2123,-0.0687,-0.0854,0.3193,-0.0056,0.1279,0.1145,0.1433,0.0945,0.1191,0.009,1.0,0.0,0,0,0,0,1,0,0,0,1
601,0.49265112167090264,0.7286757098517072,0.5316519020323083,0.4476163866319719,0.5612957672011469,0.5941105068481368,0,0,0,0,emergency,2.22,0.309,2,45.84,35.54,96.21,72.7,3.9,518.6,0.2899,-0.0886,0.1266,-0.1978,-0.0132,0.4383,0.122,0.1097,0.0895,0.1522,0.1419,0.1958,0.0,1.0,0,1,0,0,0,0,0,0,1
602,0.6057022875455851,0.686429474652259,0.6445440333507031,0.5529541712744331,0.6587630019013534,0.622210328117981,0,0,0,12,evaporative,1.209,2.607,1,31.27,42.61,93.6,1231.9,57.88,87.6,0.1131,-0.0422,0.1129,0.1053,0.0975,0.0281,0.1586,0.0834,0.102,0.147,0.1682,0.2449,0.0,-1.0,0,1,0,0,0,0,0,0,2
603,0.780086197369875,0.5450913898149214,0.632954663887441,0.27676236459041903,0.5335380423178209,0.9732669387443011,0,0,0,16,emergency,2.226,0.328,2,47.74,30.55,96.56,156.1,3.5,460.1,0.1744,-0.1413,-0.0116,-0.2762,-0.1252,0.3511,0.2301,0.1061,0.1027,0.1768,0.1534,0.3467,-0.866,-0.5,1,1,1,0,0,0,0,0,1
604,0.8014145209415404,0.5346304172893437,0.6557165190203229,0.2286370455284319,0.5354292279692123,0.9502327315128982,0,0,0,8,air,1.429,0.951,0,21.08,48.76,66.88,629.7,9.97,48.9,0.0213,-0.0105,0.0228,-0.0481,0.0019,-0.023,0.2447,0.1215,0.1066,0.1774,0.0511,0.3326,0.866,-0.5,1,1,1,0,0,0,0,0,0
605,0.739087191954912,0.2924186688125072,0.6608858780614901,0.19448190861411874,0.11603339061117832,0.921559444502853,0,0,0,18,air,1.462,0.979,0,18.66,47.88,64.77,724.7,10.59,36.4,-0.0623,-0.2422,0.0052,-0.0342,-0.4194,-0.0287,0.1311,0.1709,0.0534,0.1537,0.2103,0.1875,-1.0,-0.0,1,1,1,0,0,0,0,0,0
606,0.45397281467565476,0.4146741004713188,0.48220948410630515,0.35836389582683237,0.12506227694685362,0.46737457826373696,0,0,0,2,air,1.454,0.715,0,20.04,56.81,53.35,700.3,8.34,43.4,-0.2851,0.1223,-0.1787,0.1639,0.009,-0.4542,0.1456,0.1485,0.0752,0.1429,0.2545,0.2285,0.5,0.866,0,1,0,0,0,0,0,0,0
607,0.3607028400928278,0.4511725485688012,0.35097446586763925,0.23665357995709735,0.020294658925684536,0.4340179877087177,0,0,0,14,air,1.59,0.655,0,22.83,48.96,62.12,765.8,6.36,52.7,-0.0933,0.0365,-0.1312,-0.1217,-0.1048,-0.0334,0.2045,0.1028,0.1363,0.0628,0.2484,0.2734,-0.5,-0.866,0,1,0,0,0,0,0,0,0
608,0.38910376837219585,0.4737613518795265,0.3598957790515893,0.21500632575070155,0.02161645534870006,0.33853594196526704,0,0,0,16,emergency,2.345,0.283,2,50.31,34.48,98.7,73.2,4.15,360.2,0.0284,0.0226,0.0089,-0.0216,0.0013,-0.0955,0.2061,0.09,0.1519,0.0645,0.2137,0.2903,-0.866,-0.5,0,0,0,0,0,0,0,0,1
609,0.5056912366007293,0.4435854695942063,0.45823866597186025,0.381604011922963,0.12532663623145673,0.35851166524893197,0,0,0,2,evaporative,1.249,2.665,1,31.63,43.51,90.47,1267.7,60.97,69.8,0.1166,-0.0302,0.0983,0.1666,0.1037,0.02,0.1504,0.0718,0.1252,0.0864,0.0555,0.2393,0.5,0.866,0,0,0,0,0,0,0,0,2
610,0.5363023538512544,0.43306701919760915,0.4171756122980719,0.42085108438642826,0.1272991632011876,0.3711279115333518,0,0,0,7,air,1.425,0.611,0,21.43,46.05,54.92,875.0,11.56,49.6,0.0306,-0.0105,-0.0411,0.0392,0.002,0.0126,0.0746,0.0219,0.0581,0.0913,0.0575,0.0544,0.9659,-0.2588,0,0,0,0,0,0,0,0,0
611,0.5647032821306222,0.37030118404414303,0.4482334549244398,0.4359179911139198,0.13553497168305353,0.3629082359238055,0,0,0,17,air,1.574,0.989,0,22.61,45.89,60.8,758.0,12.39,34.8,0.0284,-0.0628,0.0311,0.0151,0.0082,-0.0082,0.091,0.0388,0.0495,0.1046,0.0595,0.0361,-0.9659,-0.2588,0,0,0,0,0,0,0,0,0
612,0.7000773566139906,0.3754167145648928,0.5656696195935382,0.5231075952094028,0.2408923142621834,0.38728052988234396,0,0,0,8,evaporative,1.34,2.661,1,35.08,49.85,90.29,1099.7,58.17,78.2,0.1354,0.0051,0.1174,0.0872,0.1054,0.0244,0.112,0.0449,0.0752,0.1133,0.0776,0.0178,0.866,-0.5,1,0,0,0,0,0,0,0,2
613,0.492540612222345,0.4380101161052996,0.5321938509640438,0.8361702377672776,0.3339874531016461,0.1478585833484665,0,0,0,3,evaporative,1.273,2.776,1,31.53,45.37,90.67,1272.1,49.93,109.7,-0.2075,0.0626,-0.0335,0.3131,0.0931,-0.2394,0.0832,0.036,0.062,0.1844,0.0927,0.0999,0.7071,0.7071,0,0,0,0,0,0,0,0,2
614,0.6760968062769366,0.42910104609725264,0.5574570088587805,0.5630858173927463,0.21000294862278981,0.5443145650740249,0,0,0,6,emergency,2.476,0.382,2,48.24,41.96,96.53,221.9,0.0,484.6,0.1836,-0.0089,0.0253,-0.2731,-0.124,0.3965,0.0901,0.0334,0.0673,0.1676,0.0847,0.1413,1.0,0.0,0,1,0,0,0,0,0,0,1
615,0.6741076362028953,0.6040062076100701,0.5502032308494005,0.5197913089799547,0.6604711695864811,0.5511961539564357,1,0,0,3,emergency,1.713,6.095,2,21.25,76.48,53.18,709.2,233.08,56.8,-0.002,0.1749,-0.0073,-0.0433,0.4505,0.0069,0.0891,0.0949,0.0478,0.1528,0.2052,0.1649,0.7071,0.7071,0,1,0,0,0,0,0,0,1
616,0.9024201569234171,0.5811300149442464,0.693402813965607,0.36290746908607596,0.638875049567366,0.9386678390855132,0,0,0,23,emergency,2.606,0.326,2,43.27,41.91,95.15,157.2,1.77,440.2,0.2283,-0.0229,0.1432,-0.1569,-0.0216,0.3875,0.1455,0.1009,0.0647,0.1718,0.2175,0.2884,-0.2588,0.9659,1,1,1,0,0,0,0,0,1
617,0.7227317935683502,0.630388550408093,0.5616675351745699,0.28485723648907135,0.5333346890219723,0.9124795702830053,0,1,1,23,security_alert,1.685,0.837,2,18.82,58.42,58.69,800.8,6.27,50.8,-0.1797,0.0493,-0.1317,-0.0781,-0.1055,-0.0262,0.1463,0.0957,0.0649,0.2131,0.1967,0.3242,-0.2588,0.9659,1,1,1,0,0,0,0,1,4
618,0.7366559840866396,0.6542418668812509,0.563168316831683,0.30183035498624533,0.5268273835548191,0.880174333585021,0,0,0,14,evaporative,1.273,1.989,1,32.79,49.52,91.03,1337.1,46.73,75.9,0.0139,0.0239,0.0015,0.017,-0.0065,-0.0323,0.0937,0.0886,0.0607,0.1275,0.1803,0.1997,-0.5,-0.866,1,1,1,0,0,0,0,0,2
619,0.42037794231406767,0.660449476951374,0.35943720687858227,0.43918205236337626,0.5498876473040437,0.4858210595735326,0,1,0,3,security_alert,1.541,0.909,2,19.62,43.04,47.66,747.9,11.34,72.0,-0.3163,0.0062,-0.2037,0.1374,0.0231,-0.3944,0.1741,0.0335,0.1195,0.0981,0.0629,0.2169,0.7071,0.7071,0,1,0,0,0,0,0,1,4
620,0.39949165653663377,0.5207782503736063,0.40971339239187055,0.4395215147333198,0.09689784547183047,0.5035029198963938,0,0,1,21,air,1.455,0.713,0,19.36,52.18,65.24,710.5,10.32,75.3,-0.0209,-0.1397,0.0503,0.0003,-0.453,0.0177,0.2186,0.0585,0.1338,0.0733,0.2129,0.2288,-0.7071,0.7071,0,1,0,0,0,0,0,0,0
621,0.18963421372527356,0.7267789401080587,0.26951537258989045,0.5634513922526855,0.39832843590812506,0.12472879849369664,1,0,0,10,emergency,1.842,5.719,2,24.28,77.75,61.52,631.8,150.0,43.9,-0.2099,0.206,-0.1402,0.1239,0.3014,-0.3788,0.2336,0.0749,0.1286,0.1146,0.191,0.3251,0.5,-0.866,0,0,0,0,0,0,0,0,1
622,0.2267653884407117,0.6456201862283022,0.27264200104220926,0.5503690347648637,0.40945186119104027,0.13466887132384567,0,0,1,9,air,1.575,0.909,0,22.18,44.3,59.44,750.7,11.74,61.2,0.0371,-0.0812,0.0031,-0.0131,0.0111,0.0099,0.2167,0.0748,0.1209,0.1058,0.1806,0.3128,0.7071,-0.7071,0,0,0,0,0,0,0,0,0
